tag,sentence
QUESTION:QUERY,Qual é o pico mais alto do Himalaia
QUESTION:QUERY,Qual é o planeta mais pequeno do nosso sistema solar
QUESTION:QUERY,Qual é o planeta mais pequeno do sistema solar
QUESTION:QUERY,Qual é o planeta mais quente do nosso sistema solar
QUESTION:QUERY,Qual é o plural de "alumnus"
QUESTION:QUERY,Qual é o plural de "cactus" em inglês
QUESTION:QUERY,Qual é o plural de "mouse" em inglês
QUESTION:QUERY,Qual é o ponto de ebulição da água
QUESTION:QUERY,Qual é o ponto de ebulição da água em Celsius
QUESTION:QUERY,Qual é o ponto de ebulição da água em Fahrenheit
QUESTION:QUERY,Qual é o ponto de ebulição do mercúrio
QUESTION:QUERY,Qual é o ponto mais profundo do oceano
QUESTION:QUERY,Qual é o preço deste item
QUESTION:QUERY,Qual é o principal objetivo da Estação Espacial Internacional
QUESTION:QUERY,Qual é o principal objetivo das Nações Unidas
QUESTION:QUERY,Qual é o processo pelo qual as plantas produzem alimento
QUESTION:QUERY,Qual é o processo pelo qual as plantas produzem o seu alimento
QUESTION:QUERY,Qual é o pássaro mais pequeno do mundo
QUESTION:QUERY,Qual é o réptil mais pequeno do mundo
QUESTION:QUERY,Qual é o significado da palavra "serendipidade"
QUESTION:QUERY,Qual é o significado da vida
QUESTION:QUERY,Qual é o significado de "cliché" em francês
QUESTION:QUERY,Qual é o significado de "doppelgänger"
QUESTION:QUERY,Qual é o significado de "oxímoro"
QUESTION:QUERY,Qual é o significado de "panaceia"
QUESTION:QUERY,Qual é o significado de "pseudónimo"
QUESTION:QUERY,Qual é o significado desta palavra
QUESTION:QUERY,Qual é o significado do idiomático "despejar os feijões"
QUESTION:QUERY,Qual é o significado do idiomático "uma peça de bolo"
QUESTION:QUERY,Qual é o significado do termo "hipérbole"
QUESTION:QUERY,Qual é o símbolo químico da prata
QUESTION:QUERY,Qual é o símbolo químico do ferro
QUESTION:QUERY,Qual é o símbolo químico do ouro
QUESTION:QUERY,Qual é o símbolo químico do oxigênio
QUESTION:QUERY,Qual é o símbolo químico do potássio
QUESTION:QUERY,Qual é o símbolo químico do sódio
QUESTION:QUERY,Qual é o tema principal do podcast "A História de Roma"
QUESTION:QUERY,Qual é o tempo restante no podcast em espanhol
QUESTION:QUERY,Qual é o tempo verbal mais comum em inglês
QUESTION:QUERY,Qual é o teu bairro
QUESTION:QUERY,Qual é o teu nome
QUESTION:QUERY,Qual é o título deste episódio
QUESTION:QUERY,Qual é o título do audiolivro atual
QUESTION:QUERY,Qual é o título do episódio de podcast atual
QUESTION:QUERY,Qual é o título do episódio do drama japonês
QUESTION:QUERY,Qual é o título do filme atual
QUESTION:QUERY,Qual é o título do filme que estou a ver
QUESTION:QUERY,Qual é o tópico do último episódio de "The Joe Rogan Experience"
QUESTION:QUERY,Qual é o uso correto de "their" vs. "there"
QUESTION:QUERY,Qual é o índice UV para hoje
QUESTION:QUERY,Qual é o último episódio de "This American Life"
QUESTION:QUERY,Qual é o último filme com Angela White
QUESTION:QUERY,Qual é o último lançamento de Riley Reid
QUESTION:QUERY,Quando começa a aula
QUESTION:QUERY,Quando começa a sessão de treino
QUESTION:QUERY,Quando começou a carreira de Lisa Ann
QUESTION:QUERY,Quando começou a carreira de Nicole Aniston
QUESTION:QUERY,Quando começou o evento
QUESTION:QUERY,Quando devo levar o meu cão ao veterinário novamente
QUESTION:QUERY,Quando devo mudar a alimentação do meu cão para comida de adulto
QUESTION:QUERY,Quando entra em funcionamento o novo sistema
QUESTION:QUERY,Quando entra em vigor a nova política
QUESTION:QUERY,Quando estará concluída a atualização do sistema
QUESTION:QUERY,Quando estará disponível a próxima atualização de software
QUESTION:QUERY,Quando estará disponível o próximo episódio
QUESTION:QUERY,Quando foi a última vez que levei o meu cão ao veterinário
QUESTION:QUERY,Quando foi a última vez que o cão foi passeado
QUESTION:QUERY,Quando foi assinada a Declaração de Independência
QUESTION:QUERY,Quando foi lançado "Casablanca"
QUESTION:QUERY,Quando foi lançado este audiolivro
QUESTION:QUERY,Quando foi lançado este álbum
QUESTION:QUERY,Quando foi lançado o último episódio de "Freakonomics Radio"
QUESTION:QUERY,Quando posso começar a treinar o meu cachorro
QUESTION:QUERY,Quando será implementada a nova política
QUESTION:QUERY,Quando será implementado o novo sistema
QUESTION:QUERY,Quando será lançada a nova versão
QUESTION:QUERY,Quando será lançado o próximo episódio da série
QUESTION:QUERY,Quando será transmitido o próximo episódio
QUESTION:QUERY,Quando termina a venda
QUESTION:QUERY,Quando vai terminar a música
QUESTION:QUERY,Quando é a minha próxima consulta
QUESTION:QUERY,Quando é a próxima atualização de idioma para o tradutor
QUESTION:QUERY,Quando é a próxima atualização para o canal de notícias alemão
QUESTION:QUERY,Quando é a próxima consulta do veterinário para o meu animal de estimação
QUESTION:QUERY,Quando é a próxima irrigação programada
QUESTION:QUERY,Quando é a próxima irrigação programada para o jardim
QUESTION:QUERY,Quando é a próxima limpeza programada pelo robô
QUESTION:QUERY,Quando é a próxima manutenção programada para o sistema de climatização
QUESTION:QUERY,Quando é o Natal
QUESTION:QUERY,Quando é o prazo para a candidatura
QUESTION:QUERY,Quando é o prazo para o projeto
QUESTION:QUERY,Quando é o prazo para submeter o relatório
QUESTION:QUERY,Quando é o próximo comboio para Boston
QUESTION:QUERY,Quando é o próximo comboio para a cidade
QUESTION:QUERY,Quando é o próximo feriado
QUESTION:QUERY,Quando é o próximo feriado público
QUESTION:QUERY,Quando é o próximo lançamento de software
QUESTION:QUERY,Quando é o teu aniversário
QUESTION:QUERY,Quando é que a luz da varanda vai apagar automaticamente
QUESTION:QUERY,Quando é que a máquina de lavar roupa vai terminar o ciclo
QUESTION:QUERY,Quando é que a próxima onda de calor é esperada
QUESTION:QUERY,Quando é que a sequela de "Dune" será lançada
QUESTION:QUERY,Quando é que ela pode vir
QUESTION:QUERY,Quando é que este filme acaba
QUESTION:QUERY,Quando é que o evento vai começar
QUESTION:QUERY,Quando é que o meu pacote vai chegar
QUESTION:QUERY,Quando é que o meu voo parte
QUESTION:QUERY,Quando é que o próximo alarme está programado
QUESTION:QUERY,Quando é que o próximo episódio da série francesa será transmitido
QUESTION:QUERY,Quando é que o próximo episódio de "The Tim Ferriss Show" será lançado
QUESTION:QUERY,Quando é que o próximo episódio de The Witcher estará disponível
QUESTION:QUERY,Quando é que o próximo episódio estará disponível
QUESTION:QUERY,Quando é que o sol se põe hoje
QUESTION:QUERY,Quando é que podemos encontrar-nos
QUESTION:QUERY,Quantas músicas há nesta lista de reprodução
QUESTION:QUERY,Quantas pessoas estão na sala
QUESTION:QUERY,Quantas temporadas tem The Crown
QUESTION:QUERY,Quanto alimento devo dar ao meu gato
QUESTION:QUERY,Quanto custa
QUESTION:QUERY,Quanto custa uma assinatura
QUESTION:QUERY,Quanto exercício precisa o meu cão diariamente
QUESTION:QUERY,Quanto precipitação é esperada
QUESTION:QUERY,Quanto tempo falta até a máquina de lavar terminar o ciclo
QUESTION:QUERY,Quanto tempo falta no filme
QUESTION:QUERY,Quanto água resta na máquina de café
QUESTION:QUERY,Quanto água resta no umidificador
QUESTION:QUERY,Quantos Oscars "Titanic" ganhou
QUESTION:QUERY,Quantos anos tem o meu cão
QUESTION:QUERY,Quantos capítulos há neste audiolivro
QUESTION:QUERY,Quantos continentes existem
QUESTION:QUERY,Quantos continentes existem na Terra
QUESTION:QUERY,Quantos dispositivos estão conectados à rede
QUESTION:QUERY,Quantos episódios há em "The Witcher"
QUESTION:QUERY,Quantos episódios há na temporada atual de "True Crime Garage"
QUESTION:QUERY,Quantos episódios há nesta temporada
QUESTION:QUERY,Quantos estados há nos EUA
QUESTION:QUERY,Quantos estados há nos Estados Unidos
QUESTION:QUERY,Quantos prémios Jenna Jameson ganhou
QUESTION:QUERY,Que estava ela a lavar
QUESTION:QUERY,Que filmes estão em alta esta semana
QUESTION:QUERY,Que horas começa o evento
QUESTION:QUERY,Que horas começa o filme
QUESTION:QUERY,Que horas devo alimentar o meu animal de estimação hoje
QUESTION:QUERY,Que horas devo chegar para a consulta
QUESTION:QUERY,Que horas são
QUESTION:QUERY,Que horas são em Tóquio
QUESTION:QUERY,Que horas é a minha próxima consulta
QUESTION:QUERY,Que horas é a minha próxima reunião
QUESTION:QUERY,Que horas é a próxima consulta do veterinário para o meu cão
QUESTION:QUERY,Que horas é que a loja fecha hoje
QUESTION:QUERY,Que horas é que a luz da varanda vai acender esta noite
QUESTION:QUERY,Que horas é que a luz de segurança acende à noite
QUESTION:QUERY,Que horas é que as luzes vão apagar automaticamente
QUESTION:QUERY,Que horas é que o alarme da casa inteligente está programado
QUESTION:QUERY,Que horas é que o comboio chega
QUESTION:QUERY,Que horas é que o forno inteligente pré-aquece
QUESTION:QUERY,Que horas é que o jogo começa
QUESTION:QUERY,Que horas é que o próximo autocarro chega
QUESTION:QUERY,Que horas é que o sistema de sprinklers inteligente ativa
QUESTION:QUERY,Que tipo de cão tens
QUESTION:QUERY,Que tipo de música gostas
QUESTION:QUERY,Que tópicos o "Stuff You Should Know" aborda
QUESTION:QUERY,Que vacinas o meu cão precisa
QUESTION:QUERY,Que é que ele vai comprar
QUESTION:QUERY,Quem apresenta "The Joe Rogan Experience"
QUESTION:QUERY,Quem autorizou estas mudanças
QUESTION:QUERY,Quem compôs As Quatro Estações
QUESTION:QUERY,Quem compôs a música para o filme "O Rei Leão"
QUESTION:QUERY,Quem cozinha bem
QUESTION:QUERY,Quem descobriu a América
QUESTION:QUERY,Quem descobriu a gravidade
QUESTION:QUERY,Quem descobriu a penicilina
QUESTION:QUERY,Quem devo contactar para mais informações
QUESTION:QUERY,Quem devo contactar para suporte técnico
QUESTION:QUERY,Quem devo contactar relativamente a este problema
QUESTION:QUERY,Quem disse isso
QUESTION:QUERY,Quem ela chamou
QUESTION:QUERY,Quem escreveu "Moby-Dick"
QUESTION:QUERY,Quem escreveu "O Apanhador no Campo de Centeio"
QUESTION:QUERY,Quem escreveu "O Código Da Vinci"
QUESTION:QUERY,Quem escreveu "O Senhor dos Anéis"
QUESTION:QUERY,Quem escreveu "O Sol é Para Todos"
QUESTION:QUERY,Quem escreveu "O Velho e o Mar"
QUESTION:QUERY,Quem escreveu "Orgulho e Preconceito"
QUESTION:QUERY,Quem escreveu a peça "Romeu e Julieta"
QUESTION:QUERY,Quem escreveu a série "Harry Potter"
QUESTION:QUERY,Quem escreveu este livro
QUESTION:QUERY,Quem escreveu o romance "Moby Dick"
QUESTION:QUERY,Quem está a dormir
QUESTION:QUERY,Quem está a ligar-me agora
QUESTION:QUERY,Quem está a vir
QUESTION:QUERY,Quem está atualmente conectado à rede Wi-Fi
QUESTION:QUERY,Quem está atualmente em alta no entretenimento adulto
QUESTION:QUERY,Quem está atualmente logado no sistema de câmaras de segurança
QUESTION:QUERY,Quem está atualmente à porta da frente
QUESTION:QUERY,Quem está liderando a nova iniciativa
QUESTION:QUERY,Quem está no novo filme da Netflix "Red Notice"
QUESTION:QUERY,Quem está à frente da equipe de marketing
QUESTION:QUERY,Quem está à frente do suporte técnico
QUESTION:QUERY,Quem fez um impacto significativo na atuação em filmes adultos
QUESTION:QUERY,Quem foi a primeira Primeira-Ministra do Reino Unido
QUESTION:QUERY,Quem foi a primeira mulher a ganhar um Prémio Nobel
QUESTION:QUERY,Quem foi a primeira pessoa a caminhar na lua
QUESTION:QUERY,Quem foi a primeira pessoa a escalar o Monte Everest
QUESTION:QUERY,Quem foi o 16º Presidente dos Estados Unidos
QUESTION:QUERY,Quem foi o convidado do recente episódio de "TED Talks"
QUESTION:QUERY,Quem foi o primeiro Presidente dos Estados Unidos
QUESTION:QUERY,Quem foi o primeiro homem a caminhar na lua
QUESTION:QUERY,Quem foi o primeiro homem na lua
QUESTION:QUERY,Quem foi o primeiro humano no espaço
QUESTION:QUERY,Quem foi o primeiro presidente dos Estados Unidos
QUESTION:QUERY,Quem foi reconhecido pela excelência na atuação em filmes adultos
QUESTION:QUERY,Quem foi reconhecido pelas atuações excecionais em filmes adultos
QUESTION:QUERY,Quem ganhou a corrida de 100m nos Jogos Olímpicos de 2020
QUESTION:QUERY,Quem ganhou o Oscar de Melhor Diretor no ano passado
QUESTION:QUERY,Quem ganhou o prémio de melhor ator
QUESTION:QUERY,Quem ganhou o último jogo de desporto
QUESTION:QUERY,Quem ganhou prémios na indústria adulta recentemente
QUESTION:QUERY,Quem ganhou prémios na indústria de filmes adultos
QUESTION:QUERY,Quem gosta da Lisa
QUESTION:QUERY,Quem inventou a lâmpada
QUESTION:QUERY,Quem inventou o avião
QUESTION:QUERY,Quem inventou o telefone
QUESTION:QUERY,Quem me enviou o último e-mail
QUESTION:QUERY,Quem pintou "A Persistência da Memória"
QUESTION:QUERY,Quem pintou "Noite Estrelada"
QUESTION:QUERY,Quem pintou a Mona Lisa
QUESTION:QUERY,Quem pintou o teto da Capela Sistina
QUESTION:QUERY,Quem posso contactar para um pedido de serviço
QUESTION:QUERY,Quem precisa rever este documento
QUESTION:QUERY,Quem recebeu mais prémios no entretenimento adulto
QUESTION:QUERY,Quem sabe a resposta
QUESTION:QUERY,Quem são algumas atrizes adultas que ganharam prêmios importantes na indústria
QUESTION:QUERY,Quem são algumas atrizes de filmes adultos aclamadas nos últimos anos
QUESTION:QUERY,Quem são algumas atrizes famosas em filmes adultos
QUESTION:QUERY,Quem são algumas atrizes pornográficas populares
QUESTION:QUERY,Quem são algumas atrizes premiadas na indústria de filmes adultos
QUESTION:QUERY,Quem são algumas das melhores atrizes adultas do ano
QUESTION:QUERY,Quem são algumas das principais atrizes adultas de acordo com os críticos
QUESTION:QUERY,Quem são algumas estrelas icônicas de filmes adultos do início dos anos 2000
QUESTION:QUERY,Quem são algumas figuras proeminentes na indústria de filmes adultos hoje
QUESTION:QUERY,Quem são algumas mulheres influentes na indústria de filmes adultos
QUESTION:QUERY,Quem são as atrizes mais comentadas em filmes adultos
QUESTION:QUERY,Quem são as atrizes mais conhecidas no setor de filmes adultos
QUESTION:QUERY,Quem são as estrelas em ascensão na indústria de filmes adultos
QUESTION:QUERY,Quem são as figuras mais influentes na indústria de filmes adultos
QUESTION:QUERY,Quem são as principais atrizes adultas de acordo com as pesquisas de fãs
QUESTION:QUERY,Quem são as principais atrizes adultas de acordo com as pesquisas recentes
QUESTION:QUERY,Quem são as principais atrizes adultas de acordo com os prêmios
QUESTION:QUERY,Quem são as principais atrizes de filmes adultos hoje
QUESTION:QUERY,Quem são as principais atrizes na indústria de filmes adultos
QUESTION:QUERY,Quem são eles
QUESTION:QUERY,Quem são os nomes mais reconhecidos na indústria de filmes adultos
QUESTION:QUERY,Quem são os principais membros do elenco de "Black Panther"
QUESTION:QUERY,Quem teve um impacto notável na indústria de filmes adultos recentemente
QUESTION:QUERY,Quem teve uma carreira significativa em filmes adultos
QUESTION:QUERY,Quem vai participar na conferência
QUESTION:QUERY,Quem vem
QUESTION:QUERY,Quem é Angela White e pelo que é conhecida
QUESTION:QUERY,Quem é a atriz de filmes adultos mais popular no momento
QUESTION:QUERY,Quem é a minha próxima nomeação
QUESTION:QUERY,Quem é conhecido como o pai da economia moderna
QUESTION:QUERY,Quem é conhecido como o pai da física moderna
QUESTION:QUERY,Quem é conhecido como o pai da medicina moderna
QUESTION:QUERY,Quem é conhecido como o pai da química moderna
QUESTION:QUERY,Quem é conhecido na indústria de adultos pelas suas performances
QUESTION:QUERY,Quem é conhecido pelo seu trabalho em filmes adultos e ganhou prémios
QUESTION:QUERY,Quem é conhecido por desenvolver a teoria da evolução
QUESTION:QUERY,Quem é considerada a melhor atriz porno da indústria
QUESTION:QUERY,Quem é considerado uma lenda na indústria de filmes adultos
QUESTION:QUERY,Quem é ela
QUESTION:QUERY,Quem é o CEO da empresa
QUESTION:QUERY,Quem é o apresentador de "Science Vs"
QUESTION:QUERY,Quem é o artista desta canção
QUESTION:QUERY,Quem é o artista desta faixa
QUESTION:QUERY,Quem é o atual Secretário-Geral das Nações Unidas
QUESTION:QUERY,Quem é o autor de "1984"
QUESTION:QUERY,Quem é o autor de "Jane Eyre"
QUESTION:QUERY,Quem é o autor de "O Grande Gatsby"
QUESTION:QUERY,Quem é o autor de "O Hobbit"
QUESTION:QUERY,Quem é o autor deste audiolivro
QUESTION:QUERY,Quem é o autor deste livro
QUESTION:QUERY,Quem é o autor do último artigo de pesquisa
